type,title,director,cast,country,rating,duration,listed_in,year_added
Movie,Dallas Buyers Club,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin, Donna DuPlantier",United States,R,117,"Dramas, Independent Movies, LGBTQ Movies",2018.0
TV Show,Dance Academy,Unknown,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Isabel Durant, Thom Green, Jordan Rodrigues, Thomas Lacey, Tim Pocock, Tara Morice",Australia,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2017.0
Movie,Dance Academy: The Comeback,Jeffrey Walker,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues, Keiynan Lonsdale, Thomas Lacey, Tara Morice, Miranda Otto","Germany, Australia",TV-PG,100,"Dramas, International Movies",2018.0
Movie,Dancing Quietly,Philipp Eichholtz,"Martina Schöne-Radunski, Hans-Heinrich Hardt, Sebastian Fräsdorf, Claudia Jacob, Deleila Piasko, Tobias Borchers, Ruth Bickelhaupt",Germany,TV-MA,70,"Dramas, Independent Movies, International Movies",2017.0
TV Show,Dandy,Unknown,"Alfonso Herrera, Damián Alcázar, Gabriela Roel, Itahisa Machado, Dagoberto Gama, Hernán Mendoza, Daniel Martínez, Christian Vasquez, Aleyda Gallardo, Danny Perea, Pakey Vázquez, Fátima Molina, Héctor Holten, Carlos Valencia",Mexico,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2018.0
TV Show,Dangerous Roads,Unknown,"Adrian Dunbar, Sue Perkins, Charley Boorman, Rhod Gilbert, Greg Davies, Ben Fogle, Hugh Dennis, Ed Byrne, Andy Parsons, Liza Tarbuck, David Baddiel",United Kingdom,TV-MA,2 Seasons,"British TV Shows, Docuseries",
Movie,Danny Says,Brendan Toller,"Danny Fields, Iggy Pop, Alice Cooper, Judy Collins, Tommy Ramone, Jac Holzman, Lenny Kaye, Wayne Kramer, John Cameron Mitchell, Jann Wenner",United States,TV-MA,103,"Documentaries, Music & Musicals",2017.0
Movie,Dante's Peak,Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma",United States,PG-13,108,Action & Adventure,2019.0
Movie,Dare to Be Wild,Unknown,Not Available,Ireland,TV-PG,100,"Dramas, Independent Movies, Romantic Movies",2018.0
Movie,Dark Chocolate (Bengali Version),Agnidev Chatterjee,"Riya Sen, Mahima Chaudhry, Rajesh Sharma, Indrasish Roy, Mumtaz Sorcar, Sudip Mukherjee, Shataf Figar, Koushik Sen",India,TV-MA,91,"Dramas, International Movies, Thrillers",2017.0
Movie,Dark Crimes,Alexandros Avranas,"Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Agata Kulesza, Kati Outinen, Zbigniew Zamachowski, Danuta Kowalska, Vlad Ivanov, Robert Więckiewicz, Piotr Głowacki","United Kingdom, Poland, United States",R,93,"Dramas, Thrillers",2019.0
Movie,Dark Places,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth","United States, United Kingdom, France",R,113,"Dramas, International Movies, Thrillers",2018.0
Movie,Darna Mana Hai,Prawal Raman,"Aftab Shivdasani, Antara Mali, Boman Irani, Isha Koppikar, Nana Patekar, Raghuvir Yadav, Rajpal Yadav, Revathy, Saif Ali Khan, Sameera Reddy, Sanjay Kapoor, Shilpa Shetty, Sohail Khan, Vivek Oberoi",India,TV-MA,116,"Horror Movies, International Movies, Thrillers",2019.0
TV Show,Darr Sabko Lagta Hai,Unknown,Bipasha Basu,India,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers",2018.0
Movie,Darra,Parveen Kumar,"Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Sardar Sohi, Shavendra Mahal, Karamjit Anmol, Pammi Bai, Nirmal Rishi, Manpreet Saggu",India,TV-14,121,"Dramas, International Movies",2017.0
Movie,Daughters of the Dust,Julie Dash,"Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier, Adisa Anderson, Kaycee Moore, Bahni Turpin, Cheryl Lynn Bruce, Tommy Redmond Hicks, Cornell Royal","United Kingdom, United States",NR,112,"Classic Movies, Dramas, Independent Movies",2017.0
TV Show,Day and Night,Unknown,"Pan Yueming, Wang Longzheng, Liang Yuen, Lü Xiaolin, Yin Shuyi, Hou Xuelong, Song Naigang",China,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018.0
TV Show,Days We Stared at the Sun,Unknown,"Sean Huang, Chang Chia-yu, Wu Chien-ho, Teresa Daley, Yong Lea, Edison Song, Shan Cheng-ju, Iris Hu, Hsia Teng-hung",Taiwan,TV-MA,2 Seasons,"International TV Shows, TV Dramas",2018.0
Movie,Dayveon,Amman Abbasi,"Devin Blackmon, Dontrell Bright, Kordell ""KD"" Johnson, Lachion Buckingham, Chasity Moore, Marquell Manning, Shavidee Trotter, Maurice Everett",United States,TV-MA,76,"Dramas, Independent Movies",2018.0
Movie,De Film van Dylan Haegens,"Dylan Haegens, Bas van Teylingen","Dylan Haegens, Nick Golterman, Marit Brugman, Ilse Warringa, Teun Peters, Patrick Stoof, Rick Vermeulen, Rico Verhoeven",Netherlands,TV-PG,81,"Comedies, International Movies",2019.0
Movie,De Palma,"Noah Baumbach, Jake Paltrow",Brian De Palma,United States,R,110,Documentaries,2018.0
Movie,Dead in a Week (Or Your Money Back),Tom Edmunds,"Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic",United Kingdom,TV-MA,90,Comedies,2019.0
Movie,Deadline: Sirf 24 Ghante,Tanveer Khan,"Irrfan Khan, Konkona Sen Sharma, Rajit Kapoor, Sandhya Mridul, Zakir Hussain, Rajeev Verma, Princey Shukla",India,TV-14,97,"Independent Movies, International Movies, Thrillers",2019.0
Movie,Deadly Scholars,Danny J. Boyle,"Kennedy Lea Slocum, Corey Fogelmanis, Alexa Mansour, Peyton Clark, Sheryl Lee, Sherri Saum, Eric Stanton Betts, Paris Berelc, Pedro Correa, Alissa Latow",United States,TV-14,86,"Dramas, Thrillers",2019.0
Movie,Dean,Demetri Martin,"Demetri Martin, Kevin Kline, Gillian Jacobs, Rory Scovel, Ginger Gonzaga, Reid Scott, Mary Steenburgen, Briga Heelan, Christine Woods, Peter Scolari",United States,PG-13,94,"Comedies, Dramas, Independent Movies",2020.0
Movie,Dear Dad,Tanuj Bhramar,"Arvind Swamy, Himanshu Sharma, Ekavali Khanna, Aman Uppal, Bhavika Bhasin",India,TV-14,83,"Comedies, Dramas, Independent Movies",2019.0
Movie,Dear Dracula,Chad Van De Keere,"Nathan Gamble, Ray Liotta, Emilio Estevez, Ariel Winter, Matthew Lillard, Yuri Lowenthal, Marion Ross, Tara Strong",United States,TV-Y7-FV,43,"Children & Family Movies, Comedies",2016.0
Movie,Dear Santa,Jason Priestley,"Amy Acker, David Haydn-Jones, Patrick Creery, Gina Holden, James Dugan, Margherita Donato, Brooklynn Proulx, James D. Hopkin, Bob Irvine",Canada,TV-PG,92,"Comedies, Romantic Movies",2019.0
Movie,Death at a Funeral,Neil LaBute,"Chris Rock, Martin Lawrence, Tracy Morgan, Danny Glover, James Marsden, Luke Wilson, Zoe Saldana, Regina Hall, Columbus Short, Peter Dinklage, Kevin Hart, Loretta Devine, Regine Nehy, Keith David, Ron Glass",United States,R,93,Comedies,2020.0
Movie,Death House,Harrison Smith,"Cody Longo, Cortney Palm, Adrienne Barbeau, Michael Berryman, Barbara Crampton, Sid Haig, Gunnar Hansen, Lindsay Hartley, Kane Hodder, Lloyd Kaufman, Camille Keaton, Bill Moseley, Tony Todd, Dee Wallace, Vincent Ward, Vernon Wells",United States,R,88,Horror Movies,2019.0
Movie,Deathgrip,Clay Porter,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk",United Kingdom,TV-MA,53,"International Movies, Sports Movies",2018.0
TV Show,Deep Undercover Collection,Unknown,Dave B. Mitchell,United States,TV-MA,3 Seasons,"Crime TV Shows, Docuseries",2018.0
TV Show,Deep Water,Unknown,"Noah Taylor, Yael Stone, Jeremy Lindsay Taylor, Danielle Cormack, Ben Oxenbould, Dan Spielman, Craig McLachlan, William McInnes, Olivia McNamara, John Brumpton, Simon Burke, Simon Elrahi, Victoria Haralabidou, Renee Lim, Julian Maroun, George Harrison Xanthis",Australia,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2017.0
Movie,Deewangee,Anees Bazmee,"Ajay Devgn, Akshaye Khanna, Urmila Matondkar, Farida Jalal, Vijayendra Ghatge",India,TV-MA,156,"International Movies, Thrillers",2020.0
Movie,Defying the Nazis: The Sharps' War,"Ken Burns, Artemis Joukowsky","Tom Hanks, Marina Goldman",United States,TV-14,79,Documentaries,2017.0
Movie,Delirium,Dennis Iliadis,"Topher Grace, Genesis Rodriguez, Patricia Clarkson, Callan Mulvey, Robin Thomas, Daisy McCrackin",United States,R,96,"Horror Movies, Thrillers",2018.0
Movie,Democrats,Camilla Nielsson,Not Available,"Denmark, Zimbabwe",NR,99,"Documentaries, International Movies",2016.0
Movie,Den of Thieves,Christian Gudegast,"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent, Meadow Williams, Maurice Compte, Brian Van Holt, Evan Jones, Mo McRae, Kaiwi Lyman",United States,R,140,Action & Adventure,2020.0
Movie,Denis Leary: No Cure For Cancer,Ted Demme,Denis Leary,United States,R,62,Stand-Up Comedy,2017.0
Movie,Desolate,Frederick Cipoletti,"Will Brittain, Callan Mulvey, Tyson Ritter, Bill Tangradi, Natasha Bassett, James Russo, Jonathan Rosenthal, Juston Street, Mark Kassen, Takuya Iba, Michael Rhys Kan, Jack Conley, Trieu Tran",Unknown,TV-MA,88,"Dramas, Thrillers",2020.0
Movie,Desolation,Sam Patton,"Jaimi Paige, Alyshia Ochse, Toby Nichols, Claude Duhamel",United States,TV-MA,76,"Horror Movies, Thrillers",2018.0
Movie,Detention Letter,Mohamed Samy,"Mohamed Ramadan, Dina El-Sherbiny, Eyad Nassar, Sayed Rajab, Walid Fawaz, Eman El-Assy",Egypt,TV-14,99,"Action & Adventure, International Movies",2019.0
Movie,Detour,Christopher Smith,"Tye Sheridan, Bel Powley, Emory Cohen, Gbenga Akinnagbe, Jared Abrahamson, John Lynch, Stephen Moyer","United Kingdom, South Africa",R,97,Thrillers,2017.0
Movie,Deviant Love,Michael Feifer,"Emma Bell, Nick Ballard, Bradley Bundlie, Gail O'Grady, Corbin Timbrook, Kate Lang Johnson, Robert Adamson, Caia Coley, Alicia James, Sotida Arpon",United States,TV-14,87,Thrillers,2019.0
Movie,Devil's Bride,Saara Cantell,"Tuulia Eloranta, Magnus Krepper, Elin Petersdottir, Claes Malmberg, Kaija Pakarinen, Antti Reini, Lauri Tanskanen, Johanna af Schultén, Maria Sid, Pirkko Hämäläinen, Sonja Halla-aho","Finland, Sweden, Norway, Latvia, Germany",TV-MA,108,"Dramas, International Movies",2017.0
Movie,Devil's Gate,Clay Staub,"Amanda Schull, Milo Ventimiglia, Shawn Ashmore, Bridget Regan, Jonathan Frakes, Sarah Constible, Spencer Drever, Javier Botet",Canada,TV-MA,94,"Horror Movies, Sci-Fi & Fantasy, Thrillers",2020.0
TV Show,Devlok with Devdutt Pattanaik,Unknown,"Rasika Dugal, Devdutt Pattanaik",India,TV-PG,1 Season,International TV Shows,2018.0
Movie,Devrai,"Sumitra Bhave, Sunil Sukthankar","Atul Kulkarni, Sonali Kulkarni, Tushar Dalvi, Devika Daftardar, Amruta Subhash, Mohan Agashe, Ashwin Chitale, Jyoti Subhash",India,TV-PG,123,"Dramas, International Movies",2018.0
TV Show,Dexter,Unknown,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar, C.S. Lee, Lauren Vélez, Desmond Harrington, Julie Benz, Christina Robinson, Geoff Pierson",United States,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",
Movie,Dhamaal,Indra Kumar,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Aashish Chaudhary, Javed Jaffrey, Prem Chopra, Asrani, Tiku Talsania",India,TV-14,128,"Action & Adventure, Comedies, International Movies",2019.0
Movie,Di Renjie zhi Sidatianwang,Hark Tsui,"Mark Chao, Feng Shaofeng, Kenny Lin, Carina Lau, Ethan Juan, Sandra Ma","China, Hong Kong",TV-14,132,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2019.0
Movie,Diana: 7 Days That Shook the World,Ben Ryder,James D'Arcy,United Kingdom,TV-PG,93,Documentaries,2017.0
Movie,Diana: In Her Own Words,Unknown,Not Available,United Kingdom,TV-PG,113,"Documentaries, International Movies",2017.0
Movie,Diary of a Chambermaid,Benoît Jacquot,"Léa Seydoux, Vincent Lindon, Clotilde Mollet, Hervé Pierre, Mélodie Valemberg, Patrick d'Assumçao, Vincent Lacoste, Joséphine Derenne, Dominique Reymond","France, Belgium",NR,96,"Dramas, International Movies",2016.0
Movie,Die Another Day,Lee Tamahori,"Pierce Brosnan, Halle Berry, Toby Stephens, Rick Yune, Rosamund Pike, Judi Dench, John Cleese, Michael Madsen, Will Yun Lee, Kenneth Tsang, Emilio Echevarría, Mikhail Gorevoy, Lawrence Makoare, Colin Salmon, Samantha Bond","United Kingdom, United States",PG-13,133,Action & Adventure,2019.0
Movie,Dil Hai Tumhaara,Kundan Shah,"Rekha, Preity Zinta, Mahima Chaudhry, Arjun Rampal, Jimmy Shergill, Alok Nath, Dilip Joshi, Govind Namdeo",India,TV-14,176,"Dramas, International Movies, Music & Musicals",2018.0
TV Show,Dinner for Five,Unknown,Not Available,United States,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,2008.0
Movie,Dinner for Schmucks,Jay Roach,"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement, Jeff Dunham, Bruce Greenwood, Ron Livingston, Chris O'Dowd, Lucy Punch, Stephanie Szostak, David Walliams, Larry Wilmore",United States,PG-13,115,Comedies,2020.0
TV Show,Dino Hunt,Unknown,Not Available,Canada,TV-G,1 Season,"Docuseries, Science & Nature TV",2017.0
Movie,Disciples Of The 36th Chamber,Chia-Liang Liu,"Hou Hsiao, Gordon Liu, Lily Li, Jason Pai Piao, Chia-Liang Liu",Hong Kong,TV-14,90,"Action & Adventure, International Movies",2018.0
Movie,Discovering Bigfoot,Todd Standing,Todd Standing,United States,TV-MA,111,Documentaries,2017.0
Movie,Dismissed,Benjamin Arfmann,"Kent Osborne, Dylan Sprouse, Rae Gray, Alycia Delmore, Robert Longstreet, Chris Bauer, Randall Park, Mitchell Edwards, Victoria Zeutzius, Leslie Thurston, Matthew J. Evans",United States,TV-14,87,Thrillers,2018.0
Movie,District 9,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt","South Africa, United States, New Zealand, Canada",R,112,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2019.0
TV Show,Diva Brides,Unknown,Not Available,Unknown,TV-MA,1 Season,"British TV Shows, Reality TV",2019.0
Movie,Doctor Zhivago,David Lean,"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger, Alec Guinness, Tom Courtenay, Siobhan McKenna, Ralph Richardson, Jeffrey Rockland","United States, Italy, United Kingdom, Liechtenstein",PG-13,200,"Classic Movies, Dramas, Romantic Movies",2019.0
Movie,Dog Eat Dog,Paul Schrader,"Nicolas Cage, Willem Dafoe, Christopher Matthew Cook, Omar J. Dorsey, Louisa Krause, Melissa Bolona, Reynaldo Gallegos",United States,TV-MA,93,"Dramas, Thrillers",2016.0
Movie,Dolphin Kick,Philip Marlatt,"Axle McCoy, Travis McCoy, Tyler Jade Nixon, Alexis Louder, DeVaughn Gow, LaVaughn Hamilton, Maya Simmons, Quddus Newton, Jordan Padreira, Derek Lee Nixon",United States,TV-PG,90,Children & Family Movies,2019.0
Movie,Dolphin Tale 2,Charles Martin Smith,"Morgan Freeman, Ashley Judd, Harry Connick Jr., Kris Kristofferson, Nathan Gamble, Austin Stowell, Juliana Harkavy, Charles Martin Smith, Austin Highsmith, Cozi Zuehlsdorff",United States,PG,107,"Children & Family Movies, Dramas",2019.0
Movie,Domino,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani","Denmark, France, Belgium, Italy, Netherlands, United States, United Kingdom",R,89,"International Movies, Thrillers",2019.0
Movie,Don Quixote: The Ingenious Gentleman of La Mancha,"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder","Carmen Argenziano, Horatio Sanz, Luis Guzman, Vera Cherny, Lorena McGregor, Reinaldo Zavarce, Jacquie Barnbrook, Anthony Skordi, Lin Shaye, James Franco",United States,TV-14,83,"Comedies, Independent Movies",2018.0
Movie,Don Verdean,Jared Hess,"Sam Rockwell, Amy Ryan, Will Forte, Danny McBride, Jemaine Clement, Leslie Bibb, Steve Park, Sky Elobar, P.J. Boudousqué, Yaniv Moyal",United States,PG-13,96,Comedies,2020.0
Movie,Don't Be Afraid of the Dark,Troy Nixey,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Garry McDonald, Alan Dale, Julia Blake, Edwina Ritchard, Emilia Burns, Guillermo del Toro","United States, Australia, Mexico",R,99,Horror Movies,2019.0
Movie,Don't Crack Under Pressure,Thierry Donard,"Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,TV-MA,95,"Action & Adventure, Documentaries, International Movies",2020.0
Movie,Don't Crack Under Pressure II,Thierry Donard,"Davide Carrera, Eric Duguil, Jesse Richman, Richie Jackson, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,TV-MA,88,"Action & Adventure, Documentaries, International Movies",2020.0
Movie,Don't Crack Under Pressure III,Thierry Donard,"Temarii Buillard, Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,TV-14,94,"Action & Adventure, Documentaries, International Movies",2020.0
Movie,Don't Knock Twice,Caradog W. James,"Katee Sackhoff, Lucy Boynton, Richard Mylan, Nick Moran, Pascale Wilson, Javier Botet, Pooneh Hajimohammadi, Sarah Buckland",United Kingdom,R,93,"Horror Movies, International Movies",2019.0
Movie,Don't Look Down,Daniel Gordon,Richard Branson,United Kingdom,TV-MA,93,"Documentaries, International Movies",2017.0
Movie,Don't Think Twice,Mike Birbiglia,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Kate Micucci, Chris Gethard, Richard Masur, Tami Sagher, Erin Darke",United States,R,92,"Comedies, Dramas, Independent Movies",2017.0
Movie,Donnie Brasco,Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier",United States,R,127,"Dramas, Thrillers",2020.0
Movie,Doom,Andrzej Bartkowiak,"Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei, Ben Daniels, Razaaq Adoti, Richard Brake, Dexter Fletcher, Al Weaver, Brian Steele","United Kingdom, Czech Republic, Germany, United States",R,105,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2020.0
TV Show,Doomsday Preppers,Unknown,Michael Izquierdo,United States,TV-14,1 Season,"Reality TV, Science & Nature TV",2019.0
Movie,Doubles Cause Troubles,Wong Jing,"Carol 'Do Do' Cheng, Maggie Cheung, Wilson Lam, Chan Pak-cheung, Charlie Cho, Tom Poon, Kwan Ming-yuk, Hon Yee-Sang, Sherman Wong, Lo Fan",Hong Kong,TV-14,94,"Action & Adventure, Comedies, International Movies",2018.0
Movie,Doubt,John Patrick Shanley,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis, Alice Drummond, Audrie Neenan, Susan Blommaert, Carrie Preston, Lydia Jordan, Lloyd Clay Brown",United States,PG-13,104,"Dramas, Faith & Spirituality",2019.0
Movie,Down The Fence,M.J. Isakson,Not Available,United States,TV-PG,94,Documentaries,2018.0
Movie,Dr. Seuss' The Cat in the Hat,Bo Welch,"Mike Myers, Alec Baldwin, Kelly Preston, Dakota Fanning, Spencer Breslin, Amy Hill, Sean Hayes, Dan Castellaneta",United States,PG,82,"Children & Family Movies, Comedies",2019.0
Movie,Dr. Seuss' The Grinch,"Scott Mosier, Yarrow Cheney","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury","France, China, Japan, United States",PG,86,"Children & Family Movies, Comedies",2019.0
Movie,Dragonheart,Rob Cohen,"Sean Connery, Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Julie Christie",United States,PG-13,103,"Action & Adventure, Sci-Fi & Fantasy",2020.0
Movie,Dragonheart 3: The Sorcerer,Colin Teague,"Julian Morris, Tamzin Merchant, Ben Kingsley, Jassa Ahluwalia, Jonjo O'Neill, Dominic Mafham, Roger Ashton-Griffiths, Jake Curran, Duncan Preston, Ozama Oancea",United States,PG-13,97,"Action & Adventure, Sci-Fi & Fantasy",2020.0
Movie,Dragonheart: A New Beginning,Doug Lefler,"Christopher Masterson, Harry Van Gorkum, Rona Figueroa, Matt Hickey, Henry O, Tom Burke, Robby Benson, Ken Shorter, John Woodnutt, Lubomir Misak",United States,PG,84,"Action & Adventure, Sci-Fi & Fantasy",2020.0
Movie,Dragonheart: Battle for the Heartfire,Patrik Syversen,"Tom Rhys Harries, Jessamine-Bliss Bell, Patrick Stewart, André Eriksen, Richard Cordery, Martin Hutson, Turlough Convery, Delroy Brown, Tamzin Merchant",United States,PG-13,98,"Action & Adventure, Sci-Fi & Fantasy",2017.0
Movie,Dragonkala Ka Rahasya,Rajiv Chilaka,Not Available,Unknown,TV-Y,68,Children & Family Movies,2019.0
TV Show,Dramaworld,Unknown,"Liv Hewson, Sean Dulake, Justin Chon, Noo-Ri Bae, Sa-hee Kim, Jimmy Shubert","United States, South Korea, China",TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",2016.0
